local code,text,table_name,parent_varname,local code system,code,display,code system,comment
HP:0005110,Atrial fibrillation,subject,hpo_present,subject,HP:0005110,Atrial fibrillation,http://purl.obolibrary.org/obo/hp.owl,
HP:0005113,Aortic arch aneurysm,subject,hpo_present,subject,HP:0005113,Aortic arch aneurysm,http://purl.obolibrary.org/obo/hp.owl,
HP:0005116,Arterial tortuosity,subject,hpo_present,subject,HP:0005116,Arterial tortuosity,http://purl.obolibrary.org/obo/hp.owl,
HP:0005133,Right ventricular dilatation,subject,hpo_present,subject,HP:0005133,Right ventricular dilatation,http://purl.obolibrary.org/obo/hp.owl,
HP:0005180,Tricuspid regurgitation,subject,hpo_present,subject,HP:0005180,Tricuspid regurgitation,http://purl.obolibrary.org/obo/hp.owl,
HP:0005247,Hypoplasia of the abdominal wall musculature,subject,hpo_absent,subject,HP:0005247,Hypoplasia of the abdominal wall musculature,http://purl.obolibrary.org/obo/hp.owl,
HP:0005264,Abnormality of the gallbladder,subject,hpo_present,subject,HP:0005264,Abnormality of the gallbladder,http://purl.obolibrary.org/obo/hp.owl,
HP:0005266,Intestinal polyp,subject,hpo_present,subject,HP:0005266,Intestinal polyp,http://purl.obolibrary.org/obo/hp.owl,
HP:0005280,Depressed nasal bridge,subject,hpo_present,subject,HP:0005280,Depressed nasal bridge,http://purl.obolibrary.org/obo/hp.owl,
HP:0005288,Abnormality of the nares,subject,hpo_absent,subject,HP:0005288,Abnormality of the nares,http://purl.obolibrary.org/obo/hp.owl,
HP:0005293,Venous insufficiency,subject,hpo_present,subject,HP:0005293,Venous insufficiency,http://purl.obolibrary.org/obo/hp.owl,
HP:0005328,Progeroid facial appearance,subject,hpo_present,subject,HP:0005328,Progeroid facial appearance,http://purl.obolibrary.org/obo/hp.owl,
HP:0005379,obsolete Severe T lymphocytopenia,subject,hpo_present,subject,HP:0005379,obsolete Severe T lymphocytopenia,http://purl.obolibrary.org/obo/hp.owl,
HP:0005387,Combined immunodeficiency,subject,hpo_present,subject,HP:0005387,Combined immunodeficiency,http://purl.obolibrary.org/obo/hp.owl,
HP:0005390,Recurrent opportunistic infections,subject,hpo_present,subject,HP:0005390,Recurrent opportunistic infections,http://purl.obolibrary.org/obo/hp.owl,
HP:0005469,Flat occiput,subject,hpo_present,subject,HP:0005469,Flat occiput,http://purl.obolibrary.org/obo/hp.owl,
HP:0005483,Abnormal epiglottis morphology,subject,hpo_absent,subject,HP:0005483,Abnormal epiglottis morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0005484,Secondary microcephaly,subject,hpo_present,subject,HP:0005484,Secondary microcephaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0005486,Small fontanelle,subject,hpo_present,subject,HP:0005486,Small fontanelle,http://purl.obolibrary.org/obo/hp.owl,
HP:0005487,Prominent metopic ridge,subject,hpo_present,subject,HP:0005487,Prominent metopic ridge,http://purl.obolibrary.org/obo/hp.owl,
HP:0005490,Postnatal macrocephaly,subject,hpo_present,subject,HP:0005490,Postnatal macrocephaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0005575,Hemolytic-uremic syndrome,subject,hpo_present,subject,HP:0005575,Hemolytic-uremic syndrome,http://purl.obolibrary.org/obo/hp.owl,
HP:0005584,Renal cell carcinoma,subject,hpo_present,subject,HP:0005584,Renal cell carcinoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0005613,Aplasia/hypoplasia of the femur,subject,hpo_present,subject,HP:0005613,Aplasia/hypoplasia of the femur,http://purl.obolibrary.org/obo/hp.owl,
HP:0005616,Accelerated skeletal maturation,subject,hpo_present,subject,HP:0005616,Accelerated skeletal maturation,http://purl.obolibrary.org/obo/hp.owl,
HP:0005681,Juvenile rheumatoid arthritis,subject,hpo_present,subject,HP:0005681,Juvenile rheumatoid arthritis,http://purl.obolibrary.org/obo/hp.owl,
HP:0005684,Distal arthrogryposis,subject,hpo_present,subject,HP:0005684,Distal arthrogryposis,http://purl.obolibrary.org/obo/hp.owl,
HP:0005752,Flattened moderately deformed vertebrae,subject,hpo_present,subject,HP:0005752,Flattened moderately deformed vertebrae,http://purl.obolibrary.org/obo/hp.owl,
HP:0005772,Aplasia/Hypoplasia of the tibia,subject,hpo_present,subject,HP:0005772,Aplasia/Hypoplasia of the tibia,http://purl.obolibrary.org/obo/hp.owl,
HP:0005792,Short humerus,subject,hpo_present,subject,HP:0005792,Short humerus,http://purl.obolibrary.org/obo/hp.owl,
HP:0005815,Supernumerary ribs,subject,hpo_present,subject,HP:0005815,Supernumerary ribs,http://purl.obolibrary.org/obo/hp.owl,
HP:0005819,Short middle phalanx of finger,subject,hpo_present,subject,HP:0005819,Short middle phalanx of finger,http://purl.obolibrary.org/obo/hp.owl,
HP:0005989,Redundant neck skin,subject,hpo_present,subject,HP:0005989,Redundant neck skin,http://purl.obolibrary.org/obo/hp.owl,
HP:0006009,Broad phalanx,subject,hpo_present,subject,HP:0006009,Broad phalanx,http://purl.obolibrary.org/obo/hp.owl,
HP:0006248,Limited wrist movement,subject,hpo_present,subject,HP:0006248,Limited wrist movement,http://purl.obolibrary.org/obo/hp.owl,
HP:0006288,Advanced eruption of teeth,subject,hpo_present,subject,HP:0006288,Advanced eruption of teeth,http://purl.obolibrary.org/obo/hp.owl,
HP:0006323,Premature loss of primary teeth,subject,hpo_present,subject,HP:0006323,Premature loss of primary teeth,http://purl.obolibrary.org/obo/hp.owl,
HP:0006349,Agenesis of permanent teeth,subject,hpo_present,subject,HP:0006349,Agenesis of permanent teeth,http://purl.obolibrary.org/obo/hp.owl,
HP:0006376,Limited elbow flexion,subject,hpo_present,subject,HP:0006376,Limited elbow flexion,http://purl.obolibrary.org/obo/hp.owl,
HP:0006462,Generalized bone demineralization,subject,hpo_present,subject,HP:0006462,Generalized bone demineralization,http://purl.obolibrary.org/obo/hp.owl,
HP:0006467,Limited shoulder movement,subject,hpo_present,subject,HP:0006467,Limited shoulder movement,http://purl.obolibrary.org/obo/hp.owl,
HP:0006471,Fixed elbow flexion,subject,hpo_present,subject,HP:0006471,Fixed elbow flexion,http://purl.obolibrary.org/obo/hp.owl,
HP:0006482,Abnormality of dental morphology,subject,hpo_present,subject,HP:0006482,Abnormality of dental morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0006483,Abnormal number of teeth,subject,hpo_present,subject,HP:0006483,Abnormal number of teeth,http://purl.obolibrary.org/obo/hp.owl,
HP:0006485,Agenesis of incisor,subject,hpo_present,subject,HP:0006485,Agenesis of incisor,http://purl.obolibrary.org/obo/hp.owl,
HP:0006492,Aplasia/Hypoplasia of the fibula,subject,hpo_present,subject,HP:0006492,Aplasia/Hypoplasia of the fibula,http://purl.obolibrary.org/obo/hp.owl,
HP:0006495,Aplasia/Hypoplasia of the ulna,subject,hpo_present,subject,HP:0006495,Aplasia/Hypoplasia of the ulna,http://purl.obolibrary.org/obo/hp.owl,
HP:0006507,Aplasia/hypoplasia of the humerus,subject,hpo_present,subject,HP:0006507,Aplasia/hypoplasia of the humerus,http://purl.obolibrary.org/obo/hp.owl,
HP:0006510,Chronic pulmonary obstruction,subject,hpo_present,subject,HP:0006510,Chronic pulmonary obstruction,http://purl.obolibrary.org/obo/hp.owl,
HP:0006517,Intraalveolar phospholipid accumulation,subject,hpo_present,subject,HP:0006517,Intraalveolar phospholipid accumulation,http://purl.obolibrary.org/obo/hp.owl,
HP:0006530,Abnormal pulmonary interstitial morphology,subject,hpo_present,subject,HP:0006530,Abnormal pulmonary interstitial morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0006533,Bronchodysplasia,subject,hpo_present,subject,HP:0006533,Bronchodysplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0006595,Scapulohumeral synostosis,subject,hpo_present,subject,HP:0006595,Scapulohumeral synostosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0006597,Diaphragmatic paralysis,subject,hpo_present,subject,HP:0006597,Diaphragmatic paralysis,http://purl.obolibrary.org/obo/hp.owl,
HP:0006610,Wide intermamillary distance,subject,hpo_present,subject,HP:0006610,Wide intermamillary distance,http://purl.obolibrary.org/obo/hp.owl,
HP:0006687,Aortic tortuosity,subject,hpo_present,subject,HP:0006687,Aortic tortuosity,http://purl.obolibrary.org/obo/hp.owl,
HP:0006695,Atrioventricular canal defect,subject,hpo_present,subject,HP:0006695,Atrioventricular canal defect,http://purl.obolibrary.org/obo/hp.owl,
HP:0006706,Cystic liver disease,subject,hpo_present,subject,HP:0006706,Cystic liver disease,http://purl.obolibrary.org/obo/hp.owl,
HP:0006721,Acute lymphoblastic leukemia,subject,hpo_present,subject,HP:0006721,Acute lymphoblastic leukemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0006802,Abnormal anterior horn cell morphology,subject,hpo_present,subject,HP:0006802,Abnormal anterior horn cell morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0006818,4-layered lissencephaly,subject,hpo_present,subject,HP:0006818,4-layered lissencephaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0007018,Attention deficit hyperactivity disorder,subject,hpo_present,subject,HP:0007018,Attention deficit hyperactivity disorder,http://purl.obolibrary.org/obo/hp.owl,
HP:0007033,Cerebellar dysplasia,subject,hpo_present,subject,HP:0007033,Cerebellar dysplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0007126,Proximal amyotrophy,subject,hpo_present,subject,HP:0007126,Proximal amyotrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0007256,Abnormal pyramidal sign,subject,hpo_present,subject,HP:0007256,Abnormal pyramidal sign,http://purl.obolibrary.org/obo/hp.owl,
HP:0007302,Bipolar affective disorder,subject,hpo_present,subject,HP:0007302,Bipolar affective disorder,http://purl.obolibrary.org/obo/hp.owl,
HP:0007340,Lower limb muscle weakness,subject,hpo_present,subject,HP:0007340,Lower limb muscle weakness,http://purl.obolibrary.org/obo/hp.owl,
HP:0007359,Focal-onset seizure,subject,hpo_present,subject,HP:0007359,Focal-onset seizure,http://purl.obolibrary.org/obo/hp.owl,
HP:0007362,Aplasia/Hypoplasia of the brainstem,subject,hpo_present,subject,HP:0007362,Aplasia/Hypoplasia of the brainstem,http://purl.obolibrary.org/obo/hp.owl,
HP:0007385,Aplasia cutis congenita of scalp,subject,hpo_present,subject,HP:0007385,Aplasia cutis congenita of scalp,http://purl.obolibrary.org/obo/hp.owl,
HP:0007400,Irregular hyperpigmentation,subject,hpo_present,subject,HP:0007400,Irregular hyperpigmentation,http://purl.obolibrary.org/obo/hp.owl,
HP:0007418,Alopecia totalis,subject,hpo_present,subject,HP:0007418,Alopecia totalis,http://purl.obolibrary.org/obo/hp.owl,
HP:0007457,Prominent veins on trunk,subject,hpo_present,subject,HP:0007457,Prominent veins on trunk,http://purl.obolibrary.org/obo/hp.owl,
HP:0007488,Diffuse skin atrophy,subject,hpo_present,subject,HP:0007488,Diffuse skin atrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0007552,Abnormal subcutaneous fat tissue distribution,subject,hpo_present,subject,HP:0007552,Abnormal subcutaneous fat tissue distribution,http://purl.obolibrary.org/obo/hp.owl,
HP:0007772,Impaired smooth pursuit,subject,hpo_present,subject,HP:0007772,Impaired smooth pursuit,http://purl.obolibrary.org/obo/hp.owl,
HP:0007874,Almond-shaped palpebral fissure,subject,hpo_present,subject,HP:0007874,Almond-shaped palpebral fissure,http://purl.obolibrary.org/obo/hp.owl,
HP:0007957,Corneal opacity,subject,hpo_present,subject,HP:0007957,Corneal opacity,http://purl.obolibrary.org/obo/hp.owl,
HP:0008050,Abnormality of the palpebral fissures,subject,hpo_present,subject,HP:0008050,Abnormality of the palpebral fissures,http://purl.obolibrary.org/obo/hp.owl,
HP:0008064,Ichthyosis,subject,hpo_present,subject,HP:0008064,Ichthyosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0008069,Neoplasm of the skin,subject,hpo_absent,subject,HP:0008069,Neoplasm of the skin,http://purl.obolibrary.org/obo/hp.owl,
HP:0008070,Sparse hair,subject,hpo_present,subject,HP:0008070,Sparse hair,http://purl.obolibrary.org/obo/hp.owl,
HP:0008151,Prolonged prothrombin time,subject,hpo_present,subject,HP:0008151,Prolonged prothrombin time,http://purl.obolibrary.org/obo/hp.owl,
HP:0008330,Reduced von Willebrand factor activity,subject,hpo_present,subject,HP:0008330,Reduced von Willebrand factor activity,http://purl.obolibrary.org/obo/hp.owl,
HP:0008347,Decreased activity of mitochondrial complex IV,subject,hpo_present,subject,HP:0008347,Decreased activity of mitochondrial complex IV,http://purl.obolibrary.org/obo/hp.owl,
HP:0008422,Vertebral wedging,subject,hpo_present,subject,HP:0008422,Vertebral wedging,http://purl.obolibrary.org/obo/hp.owl,
HP:0008511,Central posterior corneal opacity,subject,hpo_present,subject,HP:0008511,Central posterior corneal opacity,http://purl.obolibrary.org/obo/hp.owl,
HP:0008551,Microtia,subject,hpo_present,subject,HP:0008551,Microtia,http://purl.obolibrary.org/obo/hp.owl,
HP:0008572,External ear malformation,subject,hpo_present,subject,HP:0008572,External ear malformation,http://purl.obolibrary.org/obo/hp.owl,
HP:0008577,Underfolded helix,subject,hpo_present,subject,HP:0008577,Underfolded helix,http://purl.obolibrary.org/obo/hp.owl,
HP:0008589,Hypoplastic helices,subject,hpo_present,subject,HP:0008589,Hypoplastic helices,http://purl.obolibrary.org/obo/hp.owl,
HP:0008655,Aplasia/Hypoplasia of the fallopian tube,subject,hpo_present,subject,HP:0008655,Aplasia/Hypoplasia of the fallopian tube,http://purl.obolibrary.org/obo/hp.owl,
HP:0008689,Bilateral cryptorchidism,subject,hpo_present,subject,HP:0008689,Bilateral cryptorchidism,http://purl.obolibrary.org/obo/hp.owl,
HP:0008734,Decreased testicular size,subject,hpo_present,subject,HP:0008734,Decreased testicular size,http://purl.obolibrary.org/obo/hp.owl,
HP:0008777,Abnormal vocal cord morphology,subject,hpo_absent,subject,HP:0008777,Abnormal vocal cord morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0008803,obsolete Narrow sacroiliac notch,subject,hpo_present,subject,HP:0008803,obsolete Narrow sacroiliac notch,http://purl.obolibrary.org/obo/hp.owl,
HP:0008873,Disproportionate short-limb short stature,subject,hpo_present,subject,HP:0008873,Disproportionate short-limb short stature,http://purl.obolibrary.org/obo/hp.owl,
HP:0008905,Rhizomelia,subject,hpo_present,subject,HP:0008905,Rhizomelia,http://purl.obolibrary.org/obo/hp.owl,
HP:0008922,Childhood-onset short-trunk short stature,subject,hpo_present,subject,HP:0008922,Childhood-onset short-trunk short stature,http://purl.obolibrary.org/obo/hp.owl,
HP:0009025,Increased connective tissue,subject,hpo_present,subject,HP:0009025,Increased connective tissue,http://purl.obolibrary.org/obo/hp.owl,
HP:0009027,Foot dorsiflexor weakness,subject,hpo_present,subject,HP:0009027,Foot dorsiflexor weakness,http://purl.obolibrary.org/obo/hp.owl,
HP:0009099,Median cleft palate,subject,hpo_present,subject,HP:0009099,Median cleft palate,http://purl.obolibrary.org/obo/hp.owl,
HP:0009112,Aplasia of the left hemidiaphragm,subject,hpo_present,subject,HP:0009112,Aplasia of the left hemidiaphragm,http://purl.obolibrary.org/obo/hp.owl,
HP:0009113,Diaphragmatic weakness,subject,hpo_present,subject,HP:0009113,Diaphragmatic weakness,http://purl.obolibrary.org/obo/hp.owl,
HP:0009117,Aplasia/Hypoplasia of the maxilla,subject,hpo_present,subject,HP:0009117,Aplasia/Hypoplasia of the maxilla,http://purl.obolibrary.org/obo/hp.owl,
HP:0009118,Aplasia/Hypoplasia of the mandible,subject,hpo_present,subject,HP:0009118,Aplasia/Hypoplasia of the mandible,http://purl.obolibrary.org/obo/hp.owl,
HP:0009125,Lipodystrophy,subject,hpo_present,subject,HP:0009125,Lipodystrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0009380,Aplasia of the fingers,subject,hpo_present,subject,HP:0009380,Aplasia of the fingers,http://purl.obolibrary.org/obo/hp.owl,
HP:0009473,Joint contracture of the hand,subject,hpo_present,subject,HP:0009473,Joint contracture of the hand,http://purl.obolibrary.org/obo/hp.owl,
HP:0009487,Ulnar deviation of the hand,subject,hpo_present,subject,HP:0009487,Ulnar deviation of the hand,http://purl.obolibrary.org/obo/hp.owl,
HP:0009588,Vestibular Schwannoma,subject,hpo_present,subject,HP:0009588,Vestibular Schwannoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0009601,Aplasia/Hypoplasia of the thumb,subject,hpo_present,subject,HP:0009601,Aplasia/Hypoplasia of the thumb,http://purl.obolibrary.org/obo/hp.owl,
HP:0009623,Proximal placement of thumb,subject,hpo_present,subject,HP:0009623,Proximal placement of thumb,http://purl.obolibrary.org/obo/hp.owl,
HP:0009702,Carpal synostosis,subject,hpo_present,subject,HP:0009702,Carpal synostosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0009733,Glioma,subject,hpo_present,subject,HP:0009733,Glioma,http://purl.obolibrary.org/obo/hp.owl,
HP:0009738,Abnormality of the antihelix,subject,hpo_present,subject,HP:0009738,Abnormality of the antihelix,http://purl.obolibrary.org/obo/hp.owl,
HP:0009748,Large earlobe,subject,hpo_present,subject,HP:0009748,Large earlobe,http://purl.obolibrary.org/obo/hp.owl,
HP:0009765,Low hanging columella,subject,hpo_present,subject,HP:0009765,Low hanging columella,http://purl.obolibrary.org/obo/hp.owl,
HP:0009777,Absent thumb,subject,hpo_present,subject,HP:0009777,Absent thumb,http://purl.obolibrary.org/obo/hp.owl,
HP:0009796,Branchial cyst,subject,hpo_present,subject,HP:0009796,Branchial cyst,http://purl.obolibrary.org/obo/hp.owl,
HP:0009800,Maternal diabetes,subject,hpo_present,subject,HP:0009800,Maternal diabetes,http://purl.obolibrary.org/obo/hp.owl,
HP:0009811,Abnormality of the elbow,subject,hpo_present,subject,HP:0009811,Abnormality of the elbow,http://purl.obolibrary.org/obo/hp.owl,
HP:0009826,Limb undergrowth,subject,hpo_present,subject,HP:0009826,Limb undergrowth,http://purl.obolibrary.org/obo/hp.owl,
HP:0009830,Peripheral neuropathy,subject,hpo_present,subject,HP:0009830,Peripheral neuropathy,http://purl.obolibrary.org/obo/hp.owl,
HP:0009890,High anterior hairline,subject,hpo_present,subject,HP:0009890,High anterior hairline,http://purl.obolibrary.org/obo/hp.owl,
HP:0009891,Underdeveloped supraorbital ridges,subject,hpo_present,subject,HP:0009891,Underdeveloped supraorbital ridges,http://purl.obolibrary.org/obo/hp.owl,
HP:0009892,Anotia,subject,hpo_present,subject,HP:0009892,Anotia,http://purl.obolibrary.org/obo/hp.owl,
HP:0009895,Abnormality of the crus of the helix,subject,hpo_absent,subject,HP:0009895,Abnormality of the crus of the helix,http://purl.obolibrary.org/obo/hp.owl,
HP:0009896,Abnormality of the antitragus,subject,hpo_present,subject,HP:0009896,Abnormality of the antitragus,http://purl.obolibrary.org/obo/hp.owl,
HP:0009900,Unilateral deafness,subject,hpo_present,subject,HP:0009900,Unilateral deafness,http://purl.obolibrary.org/obo/hp.owl,
HP:0009908,Anterior creases of earlobe,subject,hpo_present,subject,HP:0009908,Anterior creases of earlobe,http://purl.obolibrary.org/obo/hp.owl,
HP:0009912,Abnormality of the tragus,subject,hpo_absent,subject,HP:0009912,Abnormality of the tragus,http://purl.obolibrary.org/obo/hp.owl,
HP:0009927,Aplasia of the nose,subject,hpo_present,subject,HP:0009927,Aplasia of the nose,http://purl.obolibrary.org/obo/hp.owl,
HP:0009928,Thick nasal alae,subject,hpo_present,subject,HP:0009928,Thick nasal alae,http://purl.obolibrary.org/obo/hp.owl,
HP:0009929,Abnormality of the columella,subject,hpo_absent,subject,HP:0009929,Abnormality of the columella,http://purl.obolibrary.org/obo/hp.owl,
HP:0009931,Enlarged naris,subject,hpo_present,subject,HP:0009931,Enlarged naris,http://purl.obolibrary.org/obo/hp.owl,
HP:0009933,Narrow naris,subject,hpo_present,subject,HP:0009933,Narrow naris,http://purl.obolibrary.org/obo/hp.owl,
HP:0009940,Asymmetry of the mandible,subject,hpo_present,subject,HP:0009940,Asymmetry of the mandible,http://purl.obolibrary.org/obo/hp.owl,
HP:0009944,Partial duplication of thumb phalanx,subject,hpo_present,subject,HP:0009944,Partial duplication of thumb phalanx,http://purl.obolibrary.org/obo/hp.owl,
HP:0010055,Broad hallux,subject,hpo_present,subject,HP:0010055,Broad hallux,http://purl.obolibrary.org/obo/hp.owl,
HP:0010109,Short hallux,subject,hpo_present,subject,HP:0010109,Short hallux,http://purl.obolibrary.org/obo/hp.owl,
HP:0010280,Stomatitis,subject,hpo_present,subject,HP:0010280,Stomatitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0010289,Cleft of alveolar ridge of maxilla,subject,hpo_present,subject,HP:0010289,Cleft of alveolar ridge of maxilla,http://purl.obolibrary.org/obo/hp.owl,
HP:0010296,Ankyloglossia,subject,hpo_present,subject,HP:0010296,Ankyloglossia,http://purl.obolibrary.org/obo/hp.owl,
HP:0010297,Bifid tongue,subject,hpo_present,subject,HP:0010297,Bifid tongue,http://purl.obolibrary.org/obo/hp.owl,
HP:0010310,Chylothorax,subject,hpo_present,subject,HP:0010310,Chylothorax,http://purl.obolibrary.org/obo/hp.owl,
HP:0010461,Abnormality of the male genitalia,subject,hpo_absent,subject,HP:0010461,Abnormality of the male genitalia,http://purl.obolibrary.org/obo/hp.owl,
HP:0010485,Hyperextensibility at elbow,subject,hpo_present,subject,HP:0010485,Hyperextensibility at elbow,http://purl.obolibrary.org/obo/hp.owl,
HP:0010490,Abnormality of the palmar creases,subject,hpo_absent,subject,HP:0010490,Abnormality of the palmar creases,http://purl.obolibrary.org/obo/hp.owl,
HP:0010501,Limitation of knee mobility,subject,hpo_present,subject,HP:0010501,Limitation of knee mobility,http://purl.obolibrary.org/obo/hp.owl,
HP:0010505,Limitation of movement at ankles,subject,hpo_present,subject,HP:0010505,Limitation of movement at ankles,http://purl.obolibrary.org/obo/hp.owl,
HP:0010508,Metatarsus valgus,subject,hpo_present,subject,HP:0010508,Metatarsus valgus,http://purl.obolibrary.org/obo/hp.owl,
HP:0010522,Dyslexia,subject,hpo_present,subject,HP:0010522,Dyslexia,http://purl.obolibrary.org/obo/hp.owl,
HP:0010529,Echolalia,subject,hpo_present,subject,HP:0010529,Echolalia,http://purl.obolibrary.org/obo/hp.owl,
HP:0010535,Sleep apnea,subject,hpo_present,subject,HP:0010535,Sleep apnea,http://purl.obolibrary.org/obo/hp.owl,
HP:0010537,Wide cranial sutures,subject,hpo_present,subject,HP:0010537,Wide cranial sutures,http://purl.obolibrary.org/obo/hp.owl,
HP:0010544,Vertical nystagmus,subject,hpo_present,subject,HP:0010544,Vertical nystagmus,http://purl.obolibrary.org/obo/hp.owl,
HP:0010557,Overlapping fingers,subject,hpo_present,subject,HP:0010557,Overlapping fingers,http://purl.obolibrary.org/obo/hp.owl,
HP:0010562,Keloids,subject,hpo_present,subject,HP:0010562,Keloids,http://purl.obolibrary.org/obo/hp.owl,
HP:0010576,Intracranial cystic lesion,subject,hpo_present,subject,HP:0010576,Intracranial cystic lesion,http://purl.obolibrary.org/obo/hp.owl,
HP:0010628,Facial palsy,subject,hpo_present,subject,HP:0010628,Facial palsy,http://purl.obolibrary.org/obo/hp.owl,
HP:0010636,Schizencephaly,subject,hpo_present,subject,HP:0010636,Schizencephaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0010648,Dermal translucency,subject,hpo_present,subject,HP:0010648,Dermal translucency,http://purl.obolibrary.org/obo/hp.owl,
HP:0010651,Abnormal meningeal morphology,subject,hpo_absent,subject,HP:0010651,Abnormal meningeal morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0010700,obsolete Total cataract,subject,hpo_present,subject,HP:0010700,obsolete Total cataract,http://purl.obolibrary.org/obo/hp.owl,
HP:0010701,Abnormal immunoglobulin level,subject,hpo_present,subject,HP:0010701,Abnormal immunoglobulin level,http://purl.obolibrary.org/obo/hp.owl,
HP:0010719,Abnormality of hair texture,subject,hpo_absent,subject,HP:0010719,Abnormality of hair texture,http://purl.obolibrary.org/obo/hp.owl,
HP:0010720,Abnormal hair pattern,subject,hpo_present,subject,HP:0010720,Abnormal hair pattern,http://purl.obolibrary.org/obo/hp.owl,
HP:0010722,Asymmetry of the ears,subject,hpo_present,subject,HP:0010722,Asymmetry of the ears,http://purl.obolibrary.org/obo/hp.owl,
HP:0010752,Cleft mandible,subject,hpo_present,subject,HP:0010752,Cleft mandible,http://purl.obolibrary.org/obo/hp.owl,
HP:0010758,Abnormality of the premaxilla,subject,hpo_absent,subject,HP:0010758,Abnormality of the premaxilla,http://purl.obolibrary.org/obo/hp.owl,
HP:0010775,Vascular ring,subject,hpo_present,subject,HP:0010775,Vascular ring,http://purl.obolibrary.org/obo/hp.owl,
HP:0010780,Hyperacusis,subject,hpo_present,subject,HP:0010780,Hyperacusis,http://purl.obolibrary.org/obo/hp.owl,
HP:0010800,Absent cupid's bow,subject,hpo_present,subject,HP:0010800,Absent cupid's bow,http://purl.obolibrary.org/obo/hp.owl,
HP:0010804,Tented upper lip vermilion,subject,hpo_present,subject,HP:0010804,Tented upper lip vermilion,http://purl.obolibrary.org/obo/hp.owl,
HP:0010807,Open bite,subject,hpo_present,subject,HP:0010807,Open bite,http://purl.obolibrary.org/obo/hp.owl,
HP:0010808,Protruding tongue,subject,hpo_present,subject,HP:0010808,Protruding tongue,http://purl.obolibrary.org/obo/hp.owl,
HP:0010809,Broad uvula,subject,hpo_present,subject,HP:0010809,Broad uvula,http://purl.obolibrary.org/obo/hp.owl,
HP:0010813,Abnormal number of hair whorls,subject,hpo_present,subject,HP:0010813,Abnormal number of hair whorls,http://purl.obolibrary.org/obo/hp.owl,
HP:0010819,Atonic seizure,subject,hpo_present,subject,HP:0010819,Atonic seizure,http://purl.obolibrary.org/obo/hp.owl,
HP:0010862,Delayed fine motor development,subject,hpo_present,subject,HP:0010862,Delayed fine motor development,http://purl.obolibrary.org/obo/hp.owl,
HP:0010863,Receptive language delay,subject,hpo_present,subject,HP:0010863,Receptive language delay,http://purl.obolibrary.org/obo/hp.owl,
HP:0010864,"Intellectual disability, severe",subject,hpo_present,subject,HP:0010864,"Intellectual disability, severe",http://purl.obolibrary.org/obo/hp.owl,
HP:0010878,Fetal cystic hygroma,subject,hpo_present,subject,HP:0010878,Fetal cystic hygroma,http://purl.obolibrary.org/obo/hp.owl,
HP:0010880,Increased nuchal translucency,subject,hpo_present,subject,HP:0010880,Increased nuchal translucency,http://purl.obolibrary.org/obo/hp.owl,
HP:0010881,Abnormality of the umbilical cord,subject,hpo_absent,subject,HP:0010881,Abnormality of the umbilical cord,http://purl.obolibrary.org/obo/hp.owl,
HP:0010958,Bilateral renal agenesis,subject,hpo_present,subject,HP:0010958,Bilateral renal agenesis,http://purl.obolibrary.org/obo/hp.owl,
HP:0010976,B lymphocytopenia,subject,hpo_present,subject,HP:0010976,B lymphocytopenia,http://purl.obolibrary.org/obo/hp.owl,
HP:0010980,Hyperlipoproteinemia,subject,hpo_present,subject,HP:0010980,Hyperlipoproteinemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0011001,Increased bone mineral density,subject,hpo_present,subject,HP:0011001,Increased bone mineral density,http://purl.obolibrary.org/obo/hp.owl,
HP:0011003,High myopia,subject,hpo_present,subject,HP:0011003,High myopia,http://purl.obolibrary.org/obo/hp.owl,
HP:0011039,Abnormality of the helix,subject,hpo_present,subject,HP:0011039,Abnormality of the helix,http://purl.obolibrary.org/obo/hp.owl,
HP:0011090,Fused teeth,subject,hpo_present,subject,HP:0011090,Fused teeth,http://purl.obolibrary.org/obo/hp.owl,
HP:0011097,Epileptic spasm,subject,hpo_present,subject,HP:0011097,Epileptic spasm,http://purl.obolibrary.org/obo/hp.owl,
